ID,NIT,RAZON SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO_DOMICILIO,CIUDAD_DOMICILIO,MACROSECTOR,INGRESOS_OPERACIONALES_2018,GANANCIA_PERDIDA_2018,TOTAL_ACTIVOS_2018,TOTAL_PASIVOS_2018,TOTAL_PATRIMONIO_2018,INGRESOS_OPERACIONALES_2017,GANANCIA_PERDIDA_2017,TOTAL_ACTIVOS_2017,TOTAL_PASIVOS_2017,TOTAL_PATRIMONIO_2017,GRUPO_EN_NIIF
573,890.937.250,UNION ELECTRICA S.A.  ,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,235792701,3795407,219257295,160914838,58342457,208999057,9315210,218131881,168587255,49544626,NIIF PLENAS-GRUPO 1
574,800.099.903,CARVAJAL EDUCACION S.A.S.,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,MANUFACTURA,235303846,2234719,373339841,323006570,50333271,185207508,-20747651,342246403,291583319,50663084,NIIF PLENAS-GRUPO 1
575,900.304.940,TOUR VACATION HOTELES AZUL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,234607181,2737860,362539633,262468142,100071491,206628615,3363652,302746943,222222850,80524093,NIIF PLENAS-GRUPO 1
576,900.308.247,SUMMA PROPIEDADES SAS"SUMMA PROPIEDADES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,234591311,107868395,443323495,244091828,199231667,101957960,90899460,227927732,136564459,91363273,NIIF PYMES-GRUPO 2
577,900.640.334,SALUD COLPATRIA,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,233920660.09,3837939.59,107703869.80,74889156.26,32814713.53,216214126.70,-1001489.54,106189935.76,74444301.37,31745634.39,NIIF PLENAS-GRUPO 1
578,900.160.905,PIONEER DE COLOMBIA SDAD LTDA.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MINERO-HIDROCARBUROS,233710978,15341992,267851855,33678005,234173850,122107483,-15712396,192765035,25346527,167418508,NIIF PYMES-GRUPO 2
579,830.074.222,SYNGENTA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,232640843,9393879,273318999,137910214,135408785,251468608,2662027,227736931,118543799,109193132,NIIF PLENAS-GRUPO 1
580,890.924.167,CI HERMECO SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,232088701,1773423,119172107,93029772,26142335,235848235,1140930,131627167,106117325,25509842,NIIF PLENAS-GRUPO 1
581,800.014.246,ESTYMA ESTUDIOS Y MANEJOS S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CONSTRUCCIÓN,231900089,12083806,230306948,158932749,71374199,182147584,7731331,215689967,157335243,58354724,NIIF PYMES-GRUPO 2
582,860.032.450,POLLO FIESTA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,AGROPECUARIO,231400006,953810,96119535,49171050,46948485,212044943,2283240,87775253,41556843,46218410,NIIF PYMES-GRUPO 2
583,860.025.285,ERICSSON DE COLOMBIA S. ACTIVIDADES DE TELECOMUNICACIONES J6190 - Otras actividades de telecomunicaciones 01. ANUAL 1969-07-01 2069-07-01 ACTIVA 01. SOCIEDAD ANÓNIMA 07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,231326683,-20293942,244984354,240150192,4834162,283160214,-719031,302747580,277758333,24989247,NIIF PLENAS-GRUPO 1
584,830.012.969,Glaxosmithkline Colombia S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,231053339,18932558,201350684,60614636,140736048,222272889,-684443,175770737,53967247,121803490,NIIF PLENAS-GRUPO 1
585,860.001.777,INDUSTRIAS INCA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA-CUNDINAMARCA,COMERCIO,230741744,2248796,140352015,83124578,57227437,194090871,-785031,126901210,72279920,54621290,NIIF PLENAS-GRUPO 1
586,890.312.779,S&A SERVICIOS Y ASESORIAS SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,SERVICIOS,230436400,2409821,28039520,15274779,12764741,216236060,2837087,31278182,20072135,11206047,NIIF PYMES-GRUPO 2
587,860.009.694,CYRGO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,230283962,2555195,94804505,88960032,5844473,189752151,805956,71882651,68593373,3289278,NIIF PLENAS-GRUPO 1
588,860.030.808,NALCO DE COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,230081398,10100366,132998871,66464109,66534762,219567176,18905946,114155037,54586741,59568296,NIIF PYMES-GRUPO 2
589,900.557.875,NOVO NORDISK COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,230046500,2290037,165850480,131824916,34025564,169161448,2467337,138541480,106805953,31735527,NIIF PLENAS-GRUPO 1
590,900.103.457,TCS SOLUTION CENTER SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,229713916,15264200,127974724,54938566,73036158,201428512,25423375,135979984,78208026,57771958,NIIF PYMES-GRUPO 2
591,860.002.302,ETERNIT COLOMBIANA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,SIBATE-CUNDINAMARCA,MANUFACTURA,229699367,-14571266,340237849,102400796,237837053,140877729,2969996,333720313,88533033,245187280,NIIF PLENAS-GRUPO 1
592,891.300.513,INGENIO PICHICHI S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,MANUFACTURA,229261976,-12222679,533810266,217375692,316434574,260934674,9069486,357552046,182066463,175485583,NIIF PLENAS-GRUPO 1
593,900.279.810,TUSCANY SOUTH AMERICA LTD SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MINERO-HIDROCARBUROS,229178299,12886367,517784712,89484267,428300445,151730988,6623036,482566479,65198359,417368120,NIIF PLENAS-GRUPO 1
594,900.641.706,SGS COLOMBIA HOLDING SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,SERVICIOS,228927357,26849510,237806384,153464967,84341417,149090061,9735476,145659741,88167833,57491908,NIIF PYMES-GRUPO 2
595,860.076.820,POLLO ANDINO S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,AGROPECUARIO,228642153,1432758,130045002,64447006,65597996,204378931,6755192,112556525,44916316,67640209,NIIF PYMES-GRUPO 2
596,890.315.540,PRODUCTOS YUPI SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,MANUFACTURA,228332789,9684494,102998929,57277537,45721392,58050933,10978300,81431386,41870095,39561291,NIIF PLENAS-GRUPO 1
597,811.010.832,VEHICULOS DEL CAMINO S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,228250571,1571657,61661660,52734475,8927185,203568875,972094,45577888,40573036,5004852,NIIF PLENAS-GRUPO 1
598,817.002.753,DRYPERS ANDINA SA,SUPERSOCIEDADES,Costa Pacífica,CAUCA,SANTANDER-DE-QUILICHAO-CAUCA,MANUFACTURA,228126637,-14728692,188426726,106496257,81930469,223633823,-16150688,151689627,70435501,81254126,NIIF PLENAS-GRUPO 1
599,890.900.081,AUTOLARTE SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,228090567,1781148,117967497,68344324,49623173,206002589,2033582,118023447,69014531,49008916,NIIF PYMES-GRUPO 2
600,800.241.958,HEWLETT PACKARD COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,227944609,26610288,239645339,145625252,94020087,253356294,19809117,215238941,147829142,67409799,NIIF PLENAS-GRUPO 1
601,900.160.265,INVERSIONES RIOS GALLEGO S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,COMERCIO,226883774,19423,78325622,66821891,11503731,173334218,-148669,54814567,43330260,11484307,NIIF PYMES-GRUPO 2
602,890.911.431,CONINSA RAMON H S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CONSTRUCCIÓN,226832096,12341513,532706076,351532625,181173451,205408399,11146189,464610275,293528224,171082051,NIIF PLENAS-GRUPO 1
603,890.100.026,CAMAGUEY S.A,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,GALAPA-ATLANTICO,MANUFACTURA,226619657,28050236,171854669,68638464,103216205,196873712,9008843,141884953,49561564,92323389,NIIF PYMES-GRUPO 2
604,900.257.179,INVERSIONES ESCORIAL S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,225947608,221300278,1373507274,2184794,1371322480,189191880,190347409,1240128571,1837498,1238291073,NIIF PLENAS-GRUPO 1
605,890.903.035,TERMOTECNICA COINDUSTRIAL S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CONSTRUCCIÓN,225238471,18331415,614135755,136814566,477321189,296841275,52811103,652715615,172907454,479808161,NIIF PLENAS-GRUPO 1
606,800.020.762,INVERSORA ANAGRAMA INVERANAGRAMA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,224987180,225157749,1804137587,166423,1803971164,212834938,212906979,1686236073,6309,1686229764,NIIF PLENAS-GRUPO 1
607,830.092.963,Superpolo SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,MANUFACTURA,224640542,14360747,262906703,158206610,104700093,194198551,15730023,223003552,125283661,97719891,NIIF PLENAS-GRUPO 1
608,900.265.163,INVERSIONES FINANCIERAS BOLIVAR S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,224518438,224761229,1801952616,118644,1801833972,212877595,212874404,1684349324,26935,1684322389,NIIF PLENAS-GRUPO 1
609,900.353.873,SCANIA COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,224342087,3506507,108830706,83080921,25749785,86439366,2410316,91649057,69405777,22243280,NIIF PLENAS-GRUPO 1
610,860.042.141,PRODUCTOS QUIMICOS PANAMERICANOS SA EN REORGANIZACION,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,223835000,468050,445665223,317032225,128632998,183515455,1489972,445665223,317032225,128632998,NIIF PYMES-GRUPO 2
611,900.394.791,MASIVO CAPITAL SAS EN REORGANIZACION,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,223135986,-36425896,472241650,556049507,-83807857,234533051,-42171484,480231767,520715004,-40483237,NIIF PYMES-GRUPO 2
612,802.023.228,CI ECOS S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,COMERCIO,222908268,195785,32805992,24735116,8070876,203565329,206765,28536542,20661451,7875091,NIIF PYMES-GRUPO 2
613,900.218.578,Sistemas Colombia S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,222817558,9430599,100732190,54154786,46577404,134183145,3371759,49495260,32825798,16669462,NIIF PLENAS-GRUPO 1
614,900.411.999,COFCO INTERNATIONAL COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,222670171,2446349,123790857,108194838,15596019,258627758,-9183090,89571494,77789713,11781781,NIIF PLENAS-GRUPO 1
615,890.900.652,INVESA S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,MANUFACTURA,222178826,14795156,229377013,82125188,147251825,204061673,15466514,181910304,45534526,136375778,NIIF PLENAS-GRUPO 1
616,830.094.920,KMA CONSTRUCCIONES SAS,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,CONSTRUCCIÓN,222004892,81645910,571687289,188545673,383141616,211728077,46257887,560306671,160565501,399741170,NIIF PLENAS-GRUPO 1
617,860.028.601,FINANZAUTO S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,221764311,36088566,1066336763,672995628,393341135,204528254,29972766,909643843,547058115,362585728,NIIF PLENAS-GRUPO 1
618,830.078.515,COLUMBUS NETWORKS DE COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,220746794,-6070797,662000460,363108680,298891780,212209480,47268377,619118441,298665640,320452801,NIIF PLENAS-GRUPO 1
619,830.111.971,GEOPRODUCTION OIL AND GAS COMPANY OF COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MINERO-HIDROCARBUROS,220604247,31488048,857855569,544240944,313614625,146919587,43517887,657382301,454316775,203065526,NIIF PLENAS-GRUPO 1
620,900.931.305,Siemens Healthcare S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TENJO-CUNDINAMARCA,COMERCIO,219337791,2631500,178792739,141049843,37742896,207450135,819594,140954161,105813040,35141121,NIIF PYMES-GRUPO 2
621,890.804.199,PRODUCTORA DE ALAMBRES COLOMBIANOS PROALCO S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,SIBATE-CUNDINAMARCA,MANUFACTURA,218584159,-2370821,124167475,107403351,16764124,153227682,-9869977,101226943,82091998,19134945,NIIF PLENAS-GRUPO 1
622,811.037.075,LACTEOS BETANIA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SANTA-ROSA-DE-OSOS-ANTIOQUIA,MANUFACTURA,218334958,766408,35209075,27933446,7275629,189072497,522587,31920707,25411584,6509123,NIIF PYMES-GRUPO 2
623,890.700.058,UNION DE ARROCEROS S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,MANUFACTURA,217746262,3025656,171222322,118043553,53178769,247157495,1306788,163827332,114857984,48969348,NIIF PYMES-GRUPO 2
624,800.133.807,Scandinavia Pharma Ltda,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,217657567,4594151,243094852,125299051,117795801,165486715,1705932,219198731,105997081,113201650,NIIF PLENAS-GRUPO 1
625,860.002.067,PROQUINAL S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,217321408,7007020,240771003,77629311,163141692,217142115,17236069,219336335,70539487,148796848,NIIF PLENAS-GRUPO 1
626,900.860.284,BBI COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA-CUNDINAMARCA,SERVICIOS,216575314,-44619288,111009535,103503161,7506374,87200932,-34865060,68664389,69431071,-766682,NIIF PLENAS-GRUPO 1
627,860.054.249,REPRESENTACIONES CONTINENTAL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,216090903,12100242,244320824,176345302,67975522,212333904,13479469,247421553,178066804,69354749,NIIF PLENAS-GRUPO 1
628,900.749.166,MECO INFRAESTRUCTURA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CONSTRUCCIÓN,215950977,-32198125,308805164,252203794,56601370,307449185,-799793,324837044,236037549,88799495,NIIF PLENAS-GRUPO 1
629,811.027.319,SOCIEDAD DE COMERCIALIZACION INTERNACIONAL BANAFRUT S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,215540841,-35574,84081396,77512115,6569281,218340930,2078872,71917944,65933614,5984330,NIIF PLENAS-GRUPO 1
630,900.522.508,INVERSIONES SUPERVAQUITA LA 33 S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,214893278,12546516,45169399,27406190,17763209,157892527,4112141,34362529,26432344,7930185,NIIF PYMES-GRUPO 2
631,890.327.120,EXTRAS SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,SERVICIOS,214643431,513705,29354676,22894669,6460007,198859620,305063,27313021,21328619,5984402,NIIF PLENAS-GRUPO 1
632,890.106.814,GRANOS Y CEREALES DE COLOMBIA SA,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,SOLEDAD-ATLANTICO,MANUFACTURA,214442595,11851157,182341400,121124047,61217353,177730625,9009375,126863657,79855296,47008361,NIIF PLENAS-GRUPO 1
633,900.809.229,GLAXOSMITHKLINE CONSUMER HEALTHCARE COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,214371392,8392485,135153815,73510835,61642980,202833746,-1570641,112780172,59529677,53250495,NIIF PLENAS-GRUPO 1
634,800.173.155,PRABYC INGENIEROS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CONSTRUCCIÓN,213955765,5266262,732695923,577176124,155519799,471746288,29151768,587093802,436848762,150245040,NIIF PLENAS-GRUPO 1
635,860.048.867,DISAN COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,COMERCIO,213788049,1629946,133551602,98874203,34677399,213382864,-395322,139973322,110163004,29810318,NIIF PLENAS-GRUPO 1
636,802.019.339,Adama Andina BV Sucursal Colombia,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,MANUFACTURA,213290858,12906320,325731654,160774295,164957359,214780320,20101002,258624970,106573931,152051039,NIIF PLENAS-GRUPO 1
637,815.002.042,PGI COLOMBIA LTDA,SUPERSOCIEDADES,Costa Pacífica,VALLE,PALMIRA-VALLE,MANUFACTURA,212771186,7898615,251076987,90863932,160213055,193391924,20799793,255018588,80650472,174368116,NIIF PLENAS-GRUPO 1
638,800.165.377,GRUPO DECOR SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,COMERCIO,212181384,7984065,143244517,102924258,40320259,180540601,4522618,114836990,74891924,39945066,NIIF PLENAS-GRUPO 1
639,900.416.386,ZONA FRANCA INDUSTRIAL COLMOTORES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,212102530,39766693,189276160,52360691,136915469,176415361,8808070,158365081,28963700,129401381,NIIF PLENAS-GRUPO 1
640,860.006.853,CARBOQUIMICA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,211849038,-9064398,209555831,120709847,88845984,210630395,-3363678,201906452,103996069,97910383,NIIF PLENAS-GRUPO 1
641,900.108.018,SHONA ENERGY (COLOMBIA) LIMITED,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MINERO-HIDROCARBUROS,211078568,96036853,658332030,203732427,454599603,145139047,64934575,482742279,155870699,326871580,NIIF PLENAS-GRUPO 1
642,900.999.139,HUAWEI TECHNOLOGIES MANAGED SERVICE COLOMBIA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,211015437,-69892597,92884555,247078354,-154193799,155726535,-80848666,70135309,154253766,-84118457,NIIF PLENAS-GRUPO 1
643,890.900.285,COMPAÑIA DE EMPAQUES S A,SUPERFINANCIERA,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,MANUFACTURA,210547088,11052584,411909114,175287312,236621802,195305585,9155610,373826351,161555941,212270410,NIIF PLENAS-GRUPO 1
644,860.502.509,PVC GERFOR S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,MANUFACTURA,210457505,6749969,356546158,207398892,149147266,208495894,4291458,325600022,184006494,141593528,NIIF PLENAS-GRUPO 1
645,830.098.375,FLORES IPANEMA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,AGROPECUARIO,210456463,6987661,197509660,162220155,35289505,214053784,18697579,186676938,141547273,45129665,NIIF PLENAS-GRUPO 1
646,800.012.375,QBCO S.A.S.,SUPERSOCIEDADES,Costa Pacífica,VALLE,BUGA-VALLE,MANUFACTURA,209829957,-3915750,178483969,95463833,83020136,232748158,-6000530,185592647,99709646,85883001,NIIF PLENAS-GRUPO 1
647,830.116.134,PETROWORKS SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,MINERO-HIDROCARBUROS,209730856,-3110109,355554562,286278810,69275752,194320529,-11553086,328397735,256011875,72385860,NIIF PLENAS-GRUPO 1
648,860.006.160,PLASTILENE SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,SOACHA-CUNDINAMARCA,MANUFACTURA,209268741,2437309,236898662,128187296,108711366,215662946,10054029,222802208,115316530,107485678,NIIF PLENAS-GRUPO 1
649,860.072.172,EMPACOR S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,209130892,-10894273,291910523,166968349,124942174,185567980,-13759682,283401388,181749404,101651984,NIIF PLENAS-GRUPO 1
650,860.403.972,POLLOS SAVICOL SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,AGROPECUARIO,208820251,3279359,102165006,39727638,62437368,193420505,1441299,90505077,30511381,59993696,NIIF PYMES-GRUPO 2
651,900.785.905,CENTRAL CERVECERA DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,208744729,-108761417,736700623,355854583,380846040,166462137,-77938619,607455766,117848309,489607457,NIIF PLENAS-GRUPO 1
652,800.206.584,COMERCIALIZADORA INTERNACIONAL JEANS S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,LA-ESTRELLA-ANTIOQUIA,MANUFACTURA,208727635,7434790,95271997,64538228,30733769,173683007,1248969,88418261,60254680,28163581,NIIF PLENAS-GRUPO 1
653,900.422.614,EXPERIAN COLOMBIA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,208562312,-13665262,846395954,348347259,498048695,198467780,-25468521,802850879,735772772,67078107,NIIF PLENAS-GRUPO 1
654,900.311.581,MAC CENTER COLOMBIA SOCIEDAD POR ACCIONES SIMPLIFICADA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,207858651,190540,92705122,86244714,6460408,171340198,532871,77183133,70913263,6269870,NIIF PLENAS-GRUPO 1
655,800.096.040,COMESTIBLES ALDOR SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,MANUFACTURA,207359734,3568956,195162993,130851654,64311339,201730084,3030870,178102081,123918488,54183593,NIIF PLENAS-GRUPO 1
656,805.021.782,COMERCIALIZADORA FLORALIA S.A,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,COMERCIO,206676395,3813405,43384630,26037437,17347193,200667181,3009230,42494960,23789191,18705769,NIIF PYMES-GRUPO 2
657,900.759.679,DISTRIBUIDORA HINO DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,COMERCIO,206148642,9155576,128617464,51389677,77227787,194643661,19283948,135981187,67908976,68072211,NIIF PLENAS-GRUPO 1
658,890.105.927,C.I FARMACAPSULAS S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,MANUFACTURA,206063210,13505374,330117187,175933488,154183699,193448176,7099136,296717116,154098893,142618223,NIIF PLENAS-GRUPO 1
659,800.116.871,C.I IMPORTEX S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,206031117,3125750,49767771,39511117,10256654,158275102,2584260,42810152,32525857,10284295,NIIF PLENAS-GRUPO 1
660,830.024.043,EMERALD ENERGY PLC SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MINERO-HIDROCARBUROS,205782515,105701331,902057232,237717112,664340120,60980613,-460849985,660916252,117434961,543481291,NIIF PLENAS-GRUPO 1
661,830.095.890,ECOFERTIL S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,MANUFACTURA,204351125,4855835,168204227,60936979,107267248,185161466,4906523,145182715,43082289,102100426,NIIF PLENAS-GRUPO 1
662,860.058.975,NEXARTE SERVICIOS TEMPORALES S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,203832828,-417303,37508766,27251915,10256851,181285642,291080,31882594,21934668,9947926,NIIF PYMES-GRUPO 2
663,900.012.984,INVERSORA LA PAZ S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,203087850,1757104,200477087,79167640,121309447,180136762,19033311,164508999,62464609,102044390,NIIF PYMES-GRUPO 2
